lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,"Regarding the table for 3rd sampled question for the exam, what is the total number of non-response InMails for Recruiter A and B?","[1120, 1316, 1260, 1311, 1139, 1317, 1141, 11106, 1318, 1258]",[1267],Not Found,0.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,How many sampled questions illustrated in this slide?,"[24303, 1258, 1244, 11106, 12866, 13010, 1308, 10751, 12999, 14828]","[1264, 1261, 1266, 1269]",Not Found,0.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,What is the second FAQ shown in this slides?,"[10217, 9844, 10216, 9326, 10238, 10239, 9340, 9342, 10544, 10177]","[1312, 1309]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many districts were sampled during Wave III?,"[1118, 1114, 1119, 1115, 1117, 1116, 1120, 1112, 1113, 1063]",[1118],1,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many fieldwork personnel in all for Wave I and Wave II?,"[1118, 1119, 1115, 1112, 1111, 1145, 1063, 1067, 1065, 1068]",[1118],1,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,What is the color of Kailali in the map of Page 12?,"[1280, 15601, 20249, 26986, 8857, 1123, 17857, 17318, 26220, 12087]",[1147],Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,"Among 4021 respondents,  what is the percentage of them having a smart phone?","[1152, 1163, 1150, 1167, 1114, 1175, 1128, 1130, 1136, 1120]","[1194, 1197, 1198]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many percentage respondents in this survey access to internet few times a week or more?,"[1187, 1153, 1150, 1152, 1214, 1212, 8867, 8870, 1194, 8871]","[1212, 1214]",5,1.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,Enumerate the media sources surveyed in this report.,"[1175, 1066, 1082, 1202, 15458, 1210, 1084, 1072, 1167, 1183]","[1209, 1211, 1213, 1207]",Not Found,0.0
0.5,finalmediafindingspdf-141228031149-conversion-gate02_95,Research report / Introduction,How many female respondents in wave III never listen to the radio in recent half year?,"[15561, 1153, 2214, 14882, 15346, 15760, 26207, 14947, 15021, 14859]","[1152, 1153, 1132, 1118]",2,0.25
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"I want to see a doctor in the campus hospital.  After registering at the registration area, what is the next step?","[2321, 2322, 22852, 2024, 22985, 1915, 1955, 1922, 22744, 24299]",[2321],1,1.0
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"What is the place locating at the intersection between Zijing Road and Xuetang Road? Give me the letter shown in the campus map of this guideline.  For example, ""A"". ","[2076, 2219, 2078, 2104, 2175, 1992, 2215, 2098, 2332, 2226]",[2409],Not Found,0.0
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"How many QR codes are shown in the ""Academics and Related Resources"" part of this guidebook?","[2429, 2181, 2052, 2304, 2255, 2254, 5026, 2511, 2418, 2313]","[2304, 2313, 2254, 2255, 2299]",4,0.8
0.5,guojixueshengshenghuozhinanyingwen9.1,Guidebook,"I'm at the location ""J"" shown in the campus map. Tell me the name of the nearest coffee shop.","[2409, 2407, 1874, 1990, 1984, 2100, 26806, 26851, 2158, 2154]","[2104, 2409]",1,0.5
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"On the slide that starts with the text Country Overview in the top-left corner and is followed with a bulleted list with the first entry in that list being Population: (July 2013 est.) 251,160,124, how much greater is the GDP per capita for 2012 than 2011?","[8764, 1335, 8903, 18234, 1775, 12613, 1841, 5031, 23032, 1774]",[8764],1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"Looking at the Slide of country overview, by what percent did ""Smartphone Penetration"" grow between 2013 and 2015?","[8764, 8790, 1198, 19610, 8812, 8813, 8815, 8793, 19561, 8765]",[8764],1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,Which group accounts for the second largest share in terms of religious demographics in Slide 4 in 2014?,"[19586, 21468, 7130, 8785, 8783, 577, 17972, 19553, 17966, 16101]",[8773],Not Found,0.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What is the name of the second largest telecom operator in terms of the number of subscribers in the period 2013-2014?,"[8783, 8796, 8793, 8806, 8807, 8808, 8792, 8802, 8805, 8803]",[8790],Not Found,0.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"Comparing to the Telecom Operators in 2014 and 2013-2014, What are the Operators that are not in common? Please list the names in list format, e.g., [""a"",""b""] ","[8796, 8793, 8792, 8806, 8803, 8783, 8795, 8805, 8804, 8801]","[8793, 8790]",2,0.5
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What are the Online Games native major internet companies and the Telecom Operator name of the second largest Prepaid ARPU in 2008? Please list the answer in list with reverse alphabetical order.,"[8795, 8796, 8803, 8804, 8797, 8802, 8801, 10791, 19906, 487]","[8828, 8796]",2,0.5
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,"In the slide that includes Mobile Internet Demographics and Trends, how many colors are there in the chart in the top right corner?","[8878, 8880, 8877, 8876, 8764, 8879, 8874, 8871, 1198, 8763]","[8877, 8878]",1,1.0
0.5,indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95,Research report / Introduction,What is the chart legend name that with a flag in the slide 31 have from 2008-2012?,"[2409, 21185, 2168, 10285, 10281, 22566, 17995, 10277, 19341, 5792]",[8867],Not Found,0.0
0.5,obs-productdesc-en,Guidebook,"How many ""objects"" with black color does the figure in Page 2 contains?","[21142, 25685, 19809, 1984, 20625, 21244, 16984, 26900, 20629, 16304]",[18747],Not Found,0.0
0.5,obs-productdesc-en,Guidebook,What is the benefit of level-2 in the system has passed TRUCS in Page 8?,"[18765, 14912, 16230, 16005, 14360, 15407, 17245, 11014, 16952, 9638]","[18761, 18764]",Not Found,0.0
0.5,obs-productdesc-en,Guidebook,How many end-use mobile electronic devices are contained in the Enterprise cloud boxes (web disks) in the flow chart? ,"[18825, 18828, 19905, 8873, 24688, 8851, 18763, 20091, 24522, 23994]","[18828, 18821]",2,0.5
0.5,obs-productdesc-en,Guidebook,How many common operations supported by each system-defined policy or role of OBS? Write down the answer in int format.,"[18898, 18899, 18858, 18761, 18835, 18757, 18760, 18837, 18830, 18908]","[18897, 18899, 18900, 18901, 18902]",2,0.2
0.5,welcome-to-nus,Brochure,How many people with red shirt are there in the Page 14?,"[26970, 16921, 26798, 26879, 26997, 26856, 15027, 26959, 3988, 27093]",[26879],4,1.0
0.5,welcome-to-nus,Brochure,How many NUSSU constituent clubs and NUSSU committees are there respectively? Please write the answer in list format.,"[26905, 26921, 26904, 26907, 26908, 26906, 26909, 26963, 26924, 27091]","[26912, 26910]",Not Found,0.0
0.5,welcome-to-nus,Brochure,How many people are there in the Figure from page 19 to page 21? Please write the answer in float format.,"[21363, 3421, 9474, 21943, 21317, 19041, 8124, 21944, 9350, 3423]","[26932, 26925, 26919]",Not Found,0.0
0.5,welcome-to-nus,Brochure,"How many Halls of Residence,  Residential colleges,  and studsent residences are there in NUS respectively? Please write the answer in list with ascending order, e.g., [""1"",""2""]","[26802, 26905, 27000, 26876, 26963, 27091, 26810, 26907, 26921, 26788]","[26988, 26994, 26995, 26996, 26998, 26999, 27000, 27002, 27007]",3,0.11
0.5,welcome-to-nus,Brochure,"For the learning resources, which facilities are opened on Saturday in NUS Kent Ridge Campus? Give me a list.","[26800, 26802, 26803, 26995, 26923, 26908, 27097, 26833, 26804, 1959]","[27040, 27044, 27016, 27049, 27035, 27036]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many quizzes are there in the entire course?,"[836, 805, 818, 811, 605, 619, 795, 603, 596, 823]","[805, 811, 818, 823, 795, 796, 799]",2,0.71
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,"How many quizzes are there in units 4, 5, and 6 combined?","[17980, 805, 654, 570, 823, 17961, 20847, 653, 705, 639]","[633, 641, 654]",3,0.33
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many lines are highlighted in yellow on the first page? Give me an integer.,"[19272, 21370, 21373, 22086, 24324, 18076, 21763, 21374, 19041, 21363]",[596],Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How to prepare for Tomorrow's Workplace Skills for QUARTER 3? ,"[821, 819, 820, 816, 824, 806, 698, 647, 645, 682]","[819, 797]",2,0.5
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,what are the names of Unit 1 and Unit 2 in Semester 1:quarter 1?,"[814, 813, 641, 26823, 656, 689, 621, 674, 704, 705]","[609, 615]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,What is the title of case study given under unit-8 in table?,"[799, 797, 800, 798, 796, 801, 802, 628, 627, 619]",[671],Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,How many critical thinking case studies are included in all the assignments?,"[796, 798, 627, 801, 628, 802, 799, 797, 800, 619]","[619, 628, 614, 671]",5,0.5
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,how many LEARNING OUTCOMES should be ANSWERed in UNIT 8? ,"[702, 642, 732, 713, 686, 758, 678, 623, 757, 611]","[666, 667, 668]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,what's the topic of UNIT 14?,"[20513, 20231, 20444, 609, 20299, 19825, 27079, 5227, 27078, 27096]",[725],Not Found,0.0
0.5,t480_ug_en,Guidebook,How many connectors are there on the right side view of the computer?,"[19045, 24620, 22536, 23277, 23899, 59, 123, 2476, 2478, 19026]","[24148, 24149]",Not Found,0.0
0.5,t480_ug_en,Guidebook,How many trackpad gestures does this computer have?,"[24414, 24411, 24413, 24415, 24397, 24417, 24382, 23948, 24412, 24398]","[24332, 24333]",Not Found,0.0
0.5,t480_ug_en,Guidebook,Which side of the camera indicator is on the infrared camera lens?,"[24572, 24576, 24575, 24578, 24581, 24106, 24107, 24570, 24105, 24565]","[24560, 24577, 24578, 24572]",1,0.5
0.5,t480_ug_en,Guidebook,How many switches do you need to flip to remove the battery?,"[19214, 18578, 19202, 26747, 18692, 24345, 18226, 18252, 18239, 22868]",[25650],Not Found,0.0
0.5,t480_ug_en,Guidebook,Which country or region codes are needed to install Windows 10 in Mainland China?,"[24897, 4653, 4671, 1917, 1908, 4432, 4660, 4665, 4663, 5218]",[24897],1,1.0
0.5,t480_ug_en,Guidebook,Which chemical element in the hard disk exceeds the limit requirements stipulated in the GB/T 26572 standard?,"[26034, 24814, 25118, 26042, 24816, 24824, 25425, 24815, 24804, 23996]",[26034],1,1.0
0.5,t480_ug_en,Guidebook,How many UltraConnect wireless antennas does this computer have?,"[25899, 25900, 25901, 25902, 25898, 23966, 24512, 24513, 25777, 25894]",[25901],3,1.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,By what percentage has gross profit increased in Q1 of 2023 compared to Q1 of 2022?,"[3777, 19374, 19375, 3645, 3665, 3664, 19514, 21684, 21765, 3661]","[19369, 19374]",2,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What percentage of users are under 35?,"[19384, 19626, 19574, 8943, 19631, 19632, 19633, 19589, 8880, 8878]","[19384, 19378]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What animals appear on page nine? Enumerate them in a list.,"[18998, 26493, 21317, 21267, 19856, 9011, 21207, 4408, 4407, 24195]",[19406],Not Found,0.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,"Compared with 22Q1, in 23Q1, how much higher is the increase rate of number of daily average active content creators than average daily video views?","[19417, 19370, 19410, 19431, 26226, 3756, 20105, 1941, 4738, 19677]","[19417, 19414]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,How many times does mobile phone appear on pages 16 and 18?,"[1198, 18022, 1190, 18828, 1191, 1153, 1150, 8873, 1152, 8764]","[19459, 19461, 19463, 19443, 19446]",Not Found,0.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"What is the Source of the data for the audience of the platform whose metrics are page likes, post clicks, video views, post reach, hide, report as spam, unlikes, 30-second views++, post types, engagement: reactions, shares, comments, and FB referral traffic?","[8938, 8992, 8958, 18034, 18004, 4582, 1417, 1718, 8927, 19417]","[8938, 8915]",1,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,How many likes does the post by Disneyland have on the platform with an audience of 10.6 for Age 65+?,"[8927, 1730, 1718, 8992, 17098, 14613, 1726, 1849, 1842, 8938]","[8930, 8915, 8932, 8931]",Not Found,0.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In the two years 2013-2014, in which year is there a lower percentage of users from rural locations on the platform whose measurement tools include Twitter Analytics, Followerwonk, Buffer, and TweetReach?","[8960, 8958, 1830, 4764, 8961, 1726, 1785, 8913, 8907, 21135]","[8960, 8961, 8943, 8957, 8959]",1,0.4
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In 2013, what is the total percentage of online adult users in the ""White, Non-Hispanic"" and ""Hispanic"" categories on the platform whose metrics include Followers, Tweet Clicks, Video Views, Tweet Reach, Engagement Rate, Completion Rate, Engagement: Mentions, Retweets, Likes, Top Tweet, Top Mention, Top Follower, Top Media Tweet, and Twitter Referral Traffic?","[8958, 1726, 1795, 1785, 1725, 1786, 8961, 4764, 1841, 1842]","[8958, 8943]",1,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,Which account tweets content tagged #WednesdayWisdom?,"[8952, 14507, 1721, 8956, 8951, 8947, 1725, 1740, 1786, 1736]",[8952],1,1.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,What is the total percentage of `college graduate` and `high school or less` on the platform whose measurement tools include Google Analytics?,"[8943, 8962, 17093, 20427, 14740, 14750, 12545, 15260, 595, 16165]","[8962, 8996]",2,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"Which metrics are NOT included in LinkedIn Metrics: Post Reach, Post Types, Video Views?","[8938, 8992, 8958, 8991, 8927, 8957, 8937, 8902, 6574, 8790]","[8992, 8938, 8958]",1,1.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,What is the total percentage of income > 75k for the LinkedIn platform?,"[8962, 1330, 1296, 8992, 1295, 1260, 9264, 1299, 1335, 4546]",[8962],1,1.0
0.5,mmdetection-readthedocs-io-en-v2.18.0,Guidebook,What's the color of the 'loss_cls' line in the loss curve image?,"[10151, 10278, 10154, 10281, 10283, 13276, 9793, 13271, 12394, 13064]",[10278],2,1.0
0.5,mmdetection-readthedocs-io-en-v2.18.0,Guidebook,"If I want to use the detector in the paper `SOLO: Segmenting Objects by Locations`, what is the implemented class name in `mmdet.models.dense_heads`? ","[11993, 14245, 13602, 14234, 10252, 12070, 9906, 10027, 10074, 12085]",[12711],Not Found,0.0
0.5,mmdetection-readthedocs-io-en-v2.18.0,Guidebook,How many data preparation operators in the classical pipeline?,"[9963, 9961, 9855, 9869, 9967, 9964, 11594, 9966, 11609, 14248]",[9963],1,1.0
0.5,mmdetection-readthedocs-io-en-v2.18.0,Guidebook,Which paper uses the Fast NMS processing?,"[11361, 11360, 11359, 14229, 11956, 11921, 12496, 14232, 9768, 12324]",[11360],2,1.0
0.5,tacl_a_00660,Academic paper,"Among the three correction strategies: training-time correction, generation-time correction, and post-hoc correction, which one has the most representative papers in the survey? ","[26140, 26167, 26188, 26168, 26143, 26191, 26127, 26134, 26153, 26187]","[26144, 26134, 26143]",5,0.67
0.5,tacl_a_00660,Academic paper,"How many strategies are plotted for training-time correction, generation-time correction, and post-hoc correction, respectively? Write the answer in the list format, e.g., [""1"",""2""]","[26167, 26168, 26143, 26140, 26127, 26172, 26166, 26174, 26175, 26176]","[26144, 26168, 26151]",2,0.33
